sequence,index,robotz,exposure,result
180,2,897,37,1444
180,3,932,37,1454
180,4,964,37,1594
180,5,1021,37,1806
180,6,1046,37,1944
180,7,1069,37,2093
180,8,1089,37,2198
180,9,1107,37,2311
180,10,1123,37,2367
180,11,1136,37,2449
180,12,1147,37,2510
180,13,1155,37,2561
180,14,1162,37,2665
180,15,1166,37,2746
180,16,1167,37,2802
180,17,1167,37,2759
180,18,1167,37,2801
180,19,1167,37,2699
181,0,806,37,2149
181,1,847,37,2638
181,2,886,37,3002
181,3,955,37,3202
181,4,986,37,3494
181,5,1015,37,4111
181,6,1086,37,4683
181,7,1105,37,4603
181,8,1121,37,4609
181,9,1162,37,4721
181,10,1162,37,4686
181,11,1166,37,4702
181,12,1167,37,4639
181,13,1167,37,4740
181,14,1167,37,4616
181,15,1167,37,4608
181,16,1167,37,4779
181,17,1167,37,4689
181,18,1167,37,4672
181,19,1167,37,4842
182,0,802,37,775
182,1,840,37,662
182,2,876,37,568
182,3,910,37,476
182,4,971,37,452
182,5,998,37,457
182,6,1024,37,470
182,7,1048,37,517
182,8,1069,37,606
182,9,1088,37,695
182,10,1105,37,809
182,11,1121,37,868
182,12,1134,37,872
182,13,1144,37,879
182,14,1153,37,873
182,15,1160,37,853
182,16,1164,37,817
182,17,1167,37,803
182,18,1167,37,781
182,19,1167,37,747
183,0,826,37,1195
183,1,864,37,1635
183,2,933,37,1573
183,3,965,37,1719
183,4,994,37,2249
183,5,1020,37,2734
183,6,1045,37,3086
183,7,1067,37,3323
183,8,1087,37,3577
183,9,1105,37,3885
183,10,1121,37,4069
183,11,1134,37,4351
183,12,1145,37,4522
183,13,1154,37,4589
183,14,1160,37,4731
183,15,1165,37,4670
183,16,1167,37,4653
183,17,1167,37,4571
183,18,1167,37,4664
183,19,1167,37,4661
184,0,827,37,2909
184,1,904,37,3004
184,2,939,37,3078
184,3,972,37,2935
184,4,1001,37,2900
184,5,1029,37,2912
184,6,1054,37,2960
184,7,1077,37,2972
184,8,1097,37,3031
184,9,1114,37,3059
184,10,1129,37,3112
184,11,1142,37,3179
184,12,1152,37,3262
184,13,1159,37,3269
184,14,1164,37,3239
184,15,1167,37,3288
184,16,1167,37,3166
184,17,1167,37,3187
184,18,1167,37,3064
184,19,1167,37,3136
185,0,840,38,2541
185,1,880,38,2605
185,2,917,38,2507
185,3,951,38,2573
185,4,983,38,2727
185,5,1012,38,2992
185,6,1039,38,3324
185,7,1063,38,3543
185,8,1085,38,3752
185,9,1104,38,3857
185,10,1120,38,3973
185,11,1134,38,4166
185,12,1146,38,4310
185,13,1155,38,4376
185,14,1162,38,4468
185,15,1167,38,4387
185,16,1167,38,4530
185,17,1167,38,4496
185,18,1167,38,4577
185,19,1167,38,4584
186,0,802,38,1280
186,1,842,38,1586
186,2,880,38,1778
186,3,915,38,1898
186,4,949,38,1928
186,5,979,38,1844
186,6,1008,38,1772
186,7,1034,38,1781
186,8,1058,38,1788
186,9,1079,38,1833
186,10,1099,38,1865
186,11,1115,38,1901
186,12,1130,38,1969
186,13,1142,38,1999
186,14,1159,38,2041
186,15,1164,38,2226
186,16,1166,38,2135
186,17,1167,38,2188
186,18,1167,38,2300
186,19,1167,38,2296
187,0,826,38,3235
187,1,865,38,3227
187,2,902,38,3395
187,3,937,38,3520
187,4,999,38,3684
187,5,1026,38,3780
187,6,1051,38,3900
187,7,1074,38,4081
187,8,1094,38,4299
187,9,1112,38,4383
187,10,1127,38,4458
187,11,1140,38,4591
187,12,1150,38,4601
187,13,1158,38,4643
187,14,1163,38,4631
187,15,1166,38,4602
187,16,1167,38,4605
187,17,1167,38,4573
187,18,1167,38,4465
187,19,1167,38,4378
188,0,834,38,3842
188,1,872,38,3961
188,2,908,38,4090
188,3,941,38,4218
188,4,973,38,4377
188,5,1001,38,4569
188,6,1028,38,4637
188,7,1052,38,4743
188,8,1074,38,4863
188,9,1094,38,5069
188,10,1111,38,5035
188,11,1126,38,5043
188,12,1139,38,5063
188,13,1149,38,5126
188,14,1157,38,5104
188,15,1163,38,5032
188,16,1167,38,5018
188,17,1167,38,5179
188,18,1167,38,5127
188,19,1167,38,4988
189,0,854,38,2489
189,1,893,38,2729
189,2,928,38,2585
189,3,961,38,2634
189,4,992,38,2769
189,5,1020,38,3000
189,6,1046,38,3210
189,7,1069,38,3453
189,8,1090,38,3628
189,9,1109,38,3719
189,10,1124,38,3910
189,11,1138,38,4074
189,12,1148,38,4160
189,13,1157,38,4244
189,14,1163,38,4297
189,15,1166,38,4317
189,16,1167,38,4418
189,17,1167,38,4338
189,18,1167,38,4305
189,19,1167,38,4256
190,0,871,39,1909
190,1,907,39,2130
190,2,940,39,2304
190,3,971,39,2361
190,4,999,39,2415
190,5,1026,39,2581
190,6,1050,39,2756
190,7,1072,39,3148
190,8,1092,39,3386
190,9,1109,39,3503
190,10,1124,39,3556
190,11,1137,39,3774
190,12,1148,39,3904
190,13,1156,39,4035
190,14,1162,39,4162
190,15,1166,39,4182
190,16,1167,39,4237
190,17,1167,39,4163
190,18,1167,39,4238
190,19,1167,39,4213
191,0,831,39,1352
191,1,906,39,1255
191,2,939,39,1131
191,3,970,39,1037
191,4,1000,39,940
191,5,1026,39,884
191,6,1051,39,817
191,7,1073,39,805
191,8,1092,39,829
191,9,1110,39,840
191,10,1125,39,888
191,11,1138,39,916
191,12,1148,39,962
191,13,1156,39,979
191,14,1162,39,972
191,15,1166,39,986
191,16,1167,39,996
191,17,1167,39,971
191,18,1167,39,968
191,19,1167,39,1006
192,0,808,39,2069
192,1,847,39,2410
192,2,885,39,2753
192,3,920,39,3179
192,4,953,39,3537
192,5,983,39,3633
192,6,1012,39,3798
192,7,1037,39,3814
192,8,1082,39,4075
192,9,1101,39,4191
192,10,1117,39,4310
192,11,1132,39,4461
192,12,1143,39,4507
192,13,1153,39,4592
192,14,1160,39,4662
192,15,1165,39,4577
192,16,1167,39,4548
192,17,1167,39,4516
192,18,1167,39,4533
192,19,1167,39,4455
193,0,802,39,1006
193,1,842,39,902
193,2,880,39,792
193,3,916,39,807
193,4,949,39,969
193,5,980,39,1479
193,6,1008,39,1907
193,7,1035,39,2689
193,8,1080,39,3280
193,9,1099,39,4014
193,10,1116,39,4343
193,11,1130,39,4761
193,12,1142,39,5150
193,13,1152,39,5527
193,14,1159,39,5620
193,15,1164,39,5492
193,16,1166,39,5342
193,17,1167,39,5276
193,18,1167,39,5176
193,19,1167,39,5093
194,0,821,39,1524
194,1,860,39,1710
194,2,897,39,1700
194,3,932,39,1643
194,4,964,39,1603
194,5,994,39,1716
194,6,1022,39,1923
194,7,1047,39,2074
194,8,1070,39,2124
194,9,1090,39,2171
194,10,1108,39,2156
194,11,1124,39,2247
194,12,1137,39,2252
194,13,1148,39,2181
194,14,1156,39,2196
194,15,1162,39,2146
194,16,1166,39,2147
194,17,1167,39,2117
194,18,1167,39,2035
194,19,1167,39,2051
195,0,824,40,2335
195,1,863,40,2566
195,2,900,40,2890
195,3,935,40,2756
195,4,997,40,2887
195,5,1025,40,2928
195,6,1050,40,2938
195,7,1072,40,2925
195,8,1093,40,2846
195,9,1110,40,2787
195,10,1126,40,2803
195,11,1139,40,2705
195,12,1149,40,2681
195,13,1157,40,2693
195,14,1163,40,2684
195,15,1166,40,2636
195,16,1167,40,2588
195,17,1167,40,2552
195,18,1167,40,2535
195,19,1167,40,2447
196,0,810,40,3414
196,1,849,40,3479
196,2,886,40,3387
196,3,920,40,3218
196,4,953,40,3446
196,5,983,40,3717
196,6,1036,40,4026
196,7,1059,40,4248
196,8,1080,40,4389
196,9,1099,40,4466
196,10,1116,40,4477
196,11,1130,40,4520
196,12,1142,40,4519
196,13,1151,40,4473
196,14,1158,40,4387
196,15,1163,40,4577
196,16,1166,40,4575
196,17,1167,40,4531
196,18,1167,40,4354
196,19,1167,40,4180
197,0,820,40,777
197,1,860,40,643
197,2,898,40,538
197,3,933,40,456
197,4,966,40,463
197,5,996,40,515
197,6,1024,40,610
197,7,1049,40,686
197,8,1072,40,754
197,9,1092,40,806
197,10,1110,40,881
197,11,1126,40,944
197,12,1163,40,1049
197,13,1166,40,1094
197,14,1166,40,1146
197,15,1167,40,1158
197,16,1167,40,1181
197,17,1167,40,1202
197,18,1167,40,1210
197,19,1167,40,1182
198,0,821,40,3080
198,1,860,40,3075
198,2,896,40,3108
198,3,931,40,3171
198,4,992,40,3394
198,5,1020,40,3518
198,6,1045,40,3638
198,7,1067,40,3747
198,8,1088,40,3816
198,9,1106,40,3791
198,10,1122,40,3838
198,11,1135,40,3831
198,12,1146,40,3875
198,13,1155,40,3933
198,14,1161,40,3908
198,15,1165,40,3939
198,16,1167,40,3905
198,17,1167,40,3808
198,18,1167,40,3823
198,19,1167,40,3743
199,0,837,40,1448
199,1,874,40,1358
199,2,909,40,1241
199,3,942,40,1205
199,4,972,40,1254
199,5,1001,40,1298
199,6,1027,40,1373
199,7,1051,40,1372
199,8,1072,40,1277
199,9,1092,40,1215
199,10,1109,40,1129
199,11,1124,40,1067
199,12,1137,40,1025
199,13,1147,40,956
199,14,1155,40,895
199,15,1162,40,873
199,16,1165,40,823
199,17,1167,40,811
199,18,1167,40,792
199,19,1167,40,777
200,0,814,41,2444
200,1,852,41,2860
200,2,887,41,2796
200,3,920,41,2668
200,4,951,41,2658
200,5,980,41,2514
200,6,1007,41,2490
200,7,1032,41,2478
200,8,1055,41,2512
200,9,1076,41,2590
200,10,1095,41,2678
200,11,1111,41,2725
200,12,1126,41,2645
200,13,1148,41,2741
200,14,1156,41,2865
200,15,1162,41,2835
200,16,1165,41,2819
200,17,1167,41,2736
200,18,1167,41,2662
200,19,1167,41,2632
201,0,839,41,1996
201,1,878,41,2300
201,2,914,41,2439
201,3,948,41,2423
201,4,979,41,2420
201,5,1008,41,2348
201,6,1034,41,2508
201,7,1058,41,2609
201,8,1080,41,2646
201,9,1099,41,2784
201,10,1116,41,2941
201,11,1130,41,3064
201,12,1152,41,3155
201,13,1159,41,3283
201,14,1164,41,3370
201,15,1167,41,3294
201,16,1167,41,3229
201,17,1167,41,3251
201,18,1167,41,3230
201,19,1167,41,3131
202,0,802,41,2923
202,1,842,41,3096
202,2,880,41,3263
202,3,915,41,3352
202,4,949,41,3549
202,5,979,41,3697
202,6,1008,41,3767
202,7,1034,41,3966
202,8,1058,41,4294
202,9,1079,41,4340
202,10,1098,41,4251
202,11,1115,41,4266
202,12,1130,41,4214
202,13,1142,41,4232
202,14,1152,41,4191
202,15,1159,41,4115
202,16,1164,41,4110
202,17,1167,41,4042
202,18,1167,41,4015
202,19,1167,41,3991
203,0,822,41,1301
203,1,862,41,1428
203,2,899,41,1647
203,3,935,41,1917
203,4,967,41,2072
203,5,997,41,2151
203,6,1025,41,2291
203,7,1050,41,2487
203,8,1073,41,2723
203,9,1093,41,2911
203,10,1111,41,3154
203,11,1140,41,3383
203,12,1150,41,3593
203,13,1158,41,3770
203,14,1163,41,4015
203,15,1166,41,4115
203,16,1167,41,4279
203,17,1167,41,4403
203,18,1167,41,4421
203,19,1167,41,4443
204,0,809,41,2586
204,1,849,41,2779
204,2,887,41,2810
204,3,923,41,2832
204,4,956,41,3004
204,5,986,41,3082
204,6,1014,41,3351
204,7,1040,41,3615
204,8,1085,41,3845
204,9,1103,41,4122
204,10,1120,41,4173
204,11,1134,41,4210
204,12,1145,41,4216
204,13,1154,41,4364
204,14,1161,41,4375
204,15,1165,41,4285
204,16,1167,41,4263
204,17,1167,41,4198
204,18,1167,41,4117
204,19,1167,41,4080
205,0,827,42,1681
205,1,866,42,1502
205,2,902,42,1337
205,3,936,42,1154
205,4,996,42,1007
205,5,1023,42,911
205,6,1048,42,863
205,7,1070,42,798
205,8,1090,42,723
205,9,1108,42,651
205,10,1123,42,570
205,11,1136,42,491
205,12,1147,42,457
205,13,1156,42,432
205,14,1162,42,416
205,15,1165,42,396
205,16,1167,42,393
205,17,1167,42,384
205,18,1167,42,384
205,19,1167,42,377
206,0,833,42,1922
206,1,872,42,1985
206,2,909,42,2022
206,3,943,42,2216
206,4,975,42,2530
206,5,1032,42,2889
206,6,1056,42,3338
206,7,1078,42,3524
206,8,1098,42,3726
206,9,1115,42,3953
206,10,1130,42,4222
206,11,1142,42,4279
206,12,1152,42,4395
206,13,1159,42,4492
206,14,1164,42,4516
206,15,1167,42,4385
206,16,1167,42,4476
206,17,1167,42,4382
206,18,1167,42,4250
206,19,1167,42,4254
207,0,829,42,2335
207,1,867,42,2386
207,2,903,42,2383
207,3,937,42,2391
207,4,968,42,2536
207,5,997,42,2653
207,6,1024,42,2705
207,7,1049,42,2717
207,8,1071,42,2708
207,9,1091,42,2653
207,10,1109,42,2706
207,11,1124,42,2693
207,12,1148,42,2577
207,13,1156,42,2494
207,14,1162,42,2512
207,15,1166,42,2422
207,16,1167,42,2325
207,17,1167,42,2384
207,18,1167,42,2292
207,19,1167,42,2361
208,0,815,42,2331
208,1,855,42,2301
208,2,893,42,2425
208,3,929,42,2463
208,4,993,42,2569
208,5,1021,42,2733
208,6,1047,42,3013
208,7,1070,42,3167
208,8,1091,42,3272
208,9,1109,42,3324
208,10,1125,42,3338
208,11,1138,42,3394
208,12,1149,42,3455
208,13,1157,42,3479
208,14,1163,42,3519
208,15,1166,42,3471
208,16,1167,42,3406
208,17,1167,42,3373
208,18,1167,42,3273
208,19,1167,42,3218
209,0,830,42,2158
209,1,869,42,1993
209,2,905,42,2007
209,3,939,42,1935
209,4,970,42,2131
209,5,999,42,2265
209,6,1026,42,2381
209,7,1110,42,2735
209,8,1125,42,2873
209,9,1138,42,2963
209,10,1149,42,3021
209,11,1157,42,3085
209,12,1162,42,3061
209,13,1166,42,2981
209,14,1167,42,2945
209,15,1167,42,2899
209,16,1167,42,2897
209,17,1167,42,2893
209,18,1167,42,2879
209,19,1167,42,2896
210,0,858,43,370
210,1,894,43,345
210,2,928,43,337
210,3,960,43,341
210,4,990,43,350
210,5,1017,43,365
210,6,1042,43,380
210,7,1065,43,401
210,8,1086,43,426
210,9,1104,43,451
210,10,1120,43,473
210,11,1133,43,500
210,12,1145,43,525
210,13,1154,43,554
210,14,1160,43,567
210,15,1165,43,585
210,16,1167,43,590
210,17,1167,43,596
210,18,1167,43,603
210,19,1167,43,606
211,0,814,43,2573
211,1,890,43,2460
211,2,925,43,2346
211,3,957,43,2358
211,4,987,43,2339
211,5,1015,43,2592
211,6,1040,43,2878
211,7,1063,43,2997
211,8,1084,43,3132
211,9,1103,43,3392
211,10,1119,43,3356
211,11,1133,43,3486
211,12,1144,43,3589
211,13,1153,43,3823
211,14,1160,43,3692
211,15,1165,43,3779
211,16,1167,43,3743
211,17,1167,43,3549
211,18,1167,43,3576
211,19,1167,43,3494
212,0,834,43,2994
212,1,909,43,3093
212,2,942,43,3027
212,3,974,43,3062
212,4,1003,43,3177
212,5,1030,43,3317
212,6,1054,43,3431
212,7,1076,43,3509
212,8,1096,43,3594
212,9,1113,43,3680
212,10,1128,43,3805
212,11,1140,43,3827
212,12,1150,43,3869
212,13,1158,43,3969
212,14,1163,43,3960
212,15,1166,43,3996
212,16,1167,43,4041
212,17,1167,43,3951
212,18,1167,43,3865
212,19,1167,43,3937
213,0,816,43,2832
213,1,857,43,3032
213,2,894,43,3148
213,3,930,43,3198
213,4,963,43,3365
213,5,993,43,3466
213,6,1021,43,3637
213,7,1047,43,3683
213,8,1070,43,3866
213,9,1091,43,3891
213,10,1109,43,3922
213,11,1125,43,4035
213,12,1138,43,4006
213,13,1157,43,4044
213,14,1163,43,3960
213,15,1166,43,3948
213,16,1167,43,3992
213,17,1167,43,3999
213,18,1167,43,3942
213,19,1167,43,3942
214,0,801,43,559
214,1,842,43,562
214,2,881,43,565
214,3,917,43,648
214,4,950,43,798
214,5,981,43,1082
214,6,1010,43,1342
214,7,1036,43,1495
214,8,1082,43,1647
214,9,1101,43,1786
214,10,1118,43,1973
214,11,1132,43,2161
214,12,1144,43,2411
214,13,1153,43,2529
214,14,1160,43,2651
214,15,1164,43,2767
214,16,1167,43,2850
214,17,1167,43,2885
214,18,1167,43,2962
214,19,1167,43,3118
215,0,810,44,1172
215,1,850,44,1291
215,2,888,44,1433
215,3,924,44,1747
215,4,987,44,2198
215,5,1015,44,2597
215,6,1041,44,2792
215,7,1065,44,3032
215,8,1086,44,3389
215,9,1104,44,3775
215,10,1120,44,4117
215,11,1134,44,4201
215,12,1146,44,4394
215,13,1154,44,4482
215,14,1161,44,4404
215,15,1165,44,4280
215,16,1167,44,4272
215,17,1167,44,4251
215,18,1167,44,4249
215,19,1167,44,4208
216,0,810,44,899
216,1,849,44,834
216,2,886,44,763
216,3,921,44,667
216,4,953,44,573
216,5,1011,44,484
216,6,1037,44,430
216,7,1060,44,390
216,8,1081,44,381
216,9,1100,44,371
216,10,1116,44,364
216,11,1131,44,360
216,12,1142,44,376
216,13,1152,44,416
216,14,1159,44,469
216,15,1164,44,494
216,16,1167,44,510
216,17,1167,44,520
216,18,1167,44,526
216,19,1167,44,538
217,0,825,44,1750
217,1,863,44,1759
217,2,899,44,1921
217,3,933,44,2098
217,4,965,44,2341
217,5,994,44,2689
217,6,1046,44,3045
217,7,1068,44,3356
217,8,1088,44,3490
217,9,1106,44,3557
217,10,1122,44,3646
217,11,1135,44,3558
217,12,1146,44,3483
217,13,1155,44,3442
217,14,1161,44,3414
217,15,1165,44,3316
217,16,1167,44,3223
217,17,1167,44,3101
217,18,1167,44,3052
217,19,1167,44,2939
218,0,823,44,2019
218,1,861,44,2292
218,2,897,44,2697
218,3,931,44,2901
218,4,962,44,3203
218,5,992,44,3414
218,6,1019,44,3624
218,7,1044,44,3848
218,8,1066,44,3937
218,9,1087,44,3998
218,10,1105,44,4091
218,11,1120,44,4094
218,12,1134,44,4116
218,13,1145,44,4201
218,14,1154,44,4290
218,15,1161,44,4308
218,16,1165,44,4386
218,17,1167,44,4284
218,18,1167,44,4199
218,19,1167,44,4186
219,0,806,44,1692
219,1,844,44,1724
219,2,879,44,1812
219,3,913,44,1822
219,4,974,44,1911
219,5,1002,44,2081
219,6,1027,44,2222
219,7,1050,44,2448
219,8,1072,44,2752
219,9,1091,44,2864
219,10,1108,44,2998
219,11,1122,44,3109
219,12,1135,44,3203
219,13,1146,44,3223
219,14,1154,44,3386
219,15,1160,44,3398
219,16,1165,44,3358
219,17,1167,44,3342
219,18,1167,44,3328
219,19,1167,44,3370
220,0,821,45,2025
220,1,859,45,2269
220,2,928,45,2747
220,3,960,45,2869
220,4,989,45,2869
220,5,1016,45,2742
220,6,1041,45,2780
220,7,1102,45,3042
220,8,1118,45,3137
220,9,1132,45,3447
220,10,1143,45,3714
220,11,1153,45,3783
220,12,1159,45,3861
220,13,1164,45,4023
220,14,1167,45,3981
220,15,1167,45,3954
220,16,1167,45,4067
220,17,1167,45,4099
220,18,1167,45,3981
220,19,1167,45,3899
221,0,817,45,3040
221,1,855,45,3085
221,2,892,45,3328
221,3,925,45,3448
221,4,957,45,3578
221,5,987,45,3501
221,6,1014,45,3430
221,7,1039,45,3381
221,8,1062,45,3446
221,9,1082,45,3495
221,10,1101,45,3650
221,11,1117,45,3786
221,12,1131,45,3763
221,13,1142,45,3831
221,14,1152,45,3743
221,15,1159,45,3744
221,16,1164,45,3655
221,17,1167,45,3622
221,18,1167,45,3571
221,19,1167,45,3447
222,0,802,45,3061
222,1,880,45,3157
222,2,915,45,3198
222,3,948,45,3212
222,4,979,45,3191
222,5,1007,45,3259
222,6,1033,45,3309
222,7,1057,45,3368
222,8,1079,45,3481
222,9,1098,45,3588
222,10,1115,45,3674
222,11,1129,45,3819
222,12,1141,45,3737
222,13,1151,45,3656
222,14,1159,45,3564
222,15,1164,45,3784
222,16,1167,45,3720
222,17,1167,45,3696
222,18,1167,45,3633
222,19,1167,45,3698
223,0,816,45,1179
223,1,856,45,1318
223,2,894,45,1526
223,3,929,45,1764
223,4,962,45,1852
223,5,992,45,1891
223,6,1020,45,1940
223,7,1046,45,1921
223,8,1124,45,1723
223,9,1137,45,1445
223,10,1148,45,1276
223,11,1156,45,1109
223,12,1167,45,842
223,13,1167,45,751
223,14,1167,45,715
223,15,1167,45,719
223,16,1167,45,702
223,17,1167,45,730
223,18,1167,45,780
223,19,1167,45,853
224,0,821,45,983
224,1,858,45,891
224,2,893,45,818
224,3,925,45,781
224,4,985,45,751
224,5,1012,45,749
224,6,1036,45,732
224,7,1059,45,711
224,8,1079,45,695
224,9,1098,45,676
224,10,1114,45,647
224,11,1128,45,661
224,12,1140,45,636
224,13,1149,45,634
224,14,1157,45,658
224,15,1162,45,694
224,16,1166,45,703
224,17,1167,45,715
224,18,1167,45,734
224,19,1167,45,764
225,0,822,46,1542
225,1,861,46,1677
225,2,898,46,1774
225,3,932,46,1934
225,4,964,46,2170
225,5,994,46,2489
225,6,1021,46,2715
225,7,1046,46,2926
225,8,1069,46,2994
225,9,1089,46,3066
225,10,1107,46,3097
225,11,1123,46,3173
225,12,1136,46,3195
225,13,1147,46,3178
225,14,1156,46,3269
225,15,1162,46,3271
225,16,1166,46,3258
225,17,1167,46,3236
225,18,1167,46,3203
225,19,1167,46,3128
226,0,810,46,2917
226,1,849,46,3050
226,2,885,46,3157
226,3,919,46,3223
226,4,951,46,3196
226,5,981,46,3227
226,6,1009,46,3402
226,7,1035,46,3461
226,8,1058,46,3422
226,9,1079,46,3341
226,10,1098,46,3404
226,11,1114,46,3336
226,12,1128,46,3322
226,13,1140,46,3288
226,14,1150,46,3197
226,15,1158,46,3194
226,16,1163,46,3116
226,17,1166,46,3144
226,18,1167,46,3112
226,19,1167,46,3010
227,0,823,46,852
227,1,862,46,723
227,2,899,46,604
227,3,933,46,557
227,4,965,46,635
227,5,994,46,797
227,6,1022,46,992
227,7,1047,46,1136
227,8,1069,46,1278
227,9,1090,46,1428
227,10,1107,46,1560
227,11,1123,46,1692
227,12,1136,46,1782
227,13,1147,46,1841
227,14,1156,46,1872
227,15,1162,46,1893
227,16,1165,46,1934
227,17,1167,46,1921
227,18,1167,46,1913
227,19,1167,46,1917
228,0,826,46,1999
228,1,866,46,2124
228,2,902,46,2323
228,3,937,46,2483
228,4,969,46,2717
228,5,999,46,3015
228,6,1051,46,3254
228,7,1073,46,3395
228,8,1093,46,3451
228,9,1111,46,3412
228,10,1126,46,3464
228,11,1139,46,3497
228,12,1149,46,3575
228,13,1157,46,3658
228,14,1163,46,3601
228,15,1166,46,3636
228,16,1167,46,3765
228,17,1167,46,3643
228,18,1167,46,3696
228,19,1167,46,3700
229,0,810,46,1428
229,1,851,46,1403
229,2,924,46,1654
229,3,957,46,2014
229,4,987,46,2342
229,5,1015,46,2562
229,6,1041,46,2969
229,7,1065,46,3390
229,8,1086,46,3692
229,9,1104,46,3773
229,10,1120,46,3961
229,11,1134,46,3914
229,12,1146,46,3888
229,13,1155,46,3749
229,14,1161,46,3663
229,15,1165,46,3716
229,16,1167,46,3719
229,17,1167,46,3692
229,18,1167,46,3690
229,19,1167,46,3711
230,0,809,47,1357
230,1,850,47,1421
230,2,888,47,1335
230,3,924,47,1298
230,4,958,47,1305
230,5,989,47,1333
230,6,1017,47,1444
230,7,1043,47,1747
230,8,1088,47,2109
230,9,1106,47,2374
230,10,1122,47,2776
230,11,1136,47,3287
230,12,1147,47,3733
230,13,1156,47,3897
230,14,1162,47,3886
230,15,1166,47,3843
230,16,1167,47,3943
230,17,1167,47,3872
230,18,1167,47,3903
230,19,1167,47,3890
231,0,829,47,1297
231,1,869,47,1334
231,2,906,47,1394
231,3,940,47,1560
231,4,972,47,1785
231,5,1002,47,1916
231,6,1029,47,2028
231,7,1054,47,2124
231,8,1076,47,2294
231,9,1096,47,2467
231,10,1114,47,2730
231,11,1129,47,2954
231,12,1141,47,3046
231,13,1151,47,3069
231,14,1159,47,3113
231,15,1164,47,3134
231,16,1167,47,3149
231,17,1167,47,3136
231,18,1167,47,3133
231,19,1167,47,3120
232,0,808,47,349
232,1,848,47,303
232,2,885,47,270
232,3,919,47,278
232,4,952,47,305
232,5,982,47,376
232,6,1010,47,461
232,7,1036,47,585
232,8,1059,47,727
232,9,1080,47,910
232,10,1099,47,1138
232,11,1116,47,1286
232,12,1130,47,1441
232,13,1142,47,1563
232,14,1159,47,1692
232,15,1164,47,1779
232,16,1166,47,1843
232,17,1167,47,1847
232,18,1167,47,1891
232,19,1167,47,1910
233,0,808,47,607
233,1,846,47,521
233,2,882,47,411
233,3,916,47,362
233,4,948,47,328
233,5,978,47,363
233,6,1005,47,394
233,7,1031,47,406
233,8,1054,47,444
233,9,1075,47,518
233,10,1094,47,640
233,11,1111,47,800
233,12,1125,47,1004
233,13,1138,47,1247
233,14,1148,47,1476
233,15,1156,47,1665
233,16,1162,47,1768
233,17,1166,47,1875
233,18,1167,47,2031
233,19,1167,47,2092
234,0,826,47,810
234,1,865,47,752
234,2,902,47,668
234,3,936,47,630
234,4,968,47,654
234,5,998,47,746
234,6,1050,47,870
234,7,1072,47,974
234,8,1093,47,1107
234,9,1110,47,1242
234,10,1126,47,1339
234,11,1138,47,1567
234,12,1149,47,1860
234,13,1157,47,2309
234,14,1163,47,2752
234,15,1166,47,3106
234,16,1167,47,3228
234,17,1167,47,3208
234,18,1167,47,3235
234,19,1167,47,3121
235,0,837,48,562
235,1,873,48,511
235,2,908,48,458
235,3,940,48,422
235,4,971,48,412
235,5,999,48,382
235,6,1025,48,364
235,7,1049,48,347
235,8,1071,48,351
235,9,1090,48,357
235,10,1108,48,358
235,11,1123,48,350
235,12,1136,48,382
235,13,1146,48,415
235,14,1155,48,442
235,15,1161,48,489
235,16,1165,48,491
235,17,1167,48,479
235,18,1167,48,482
235,19,1167,48,488
236,0,839,48,1997
236,1,876,48,2061
236,2,911,48,2146
236,3,945,48,2225
236,4,975,48,2234
236,5,1004,48,2377
236,6,1030,48,2543
236,7,1054,48,2632
236,8,1076,48,2776
236,9,1095,48,2828
236,10,1112,48,2929
236,11,1127,48,2848
236,12,1149,48,2870
236,13,1157,48,2863
236,14,1163,48,2828
236,15,1166,48,2801
236,16,1167,48,2833
236,17,1167,48,2810
236,18,1167,48,2786
236,19,1167,48,2746
237,0,829,48,1342
237,1,869,48,1622
237,2,907,48,1947
237,3,941,48,2085
237,4,1004,48,2097
237,5,1031,48,2067
237,6,1056,48,2042
237,7,1078,48,2075
237,8,1098,48,2166
237,9,1116,48,2337
237,10,1130,48,2407
237,11,1143,48,2537
237,12,1152,48,2600
237,13,1160,48,2638
237,14,1164,48,2724
237,15,1167,48,2790
237,16,1167,48,2775
237,17,1167,48,2785
237,18,1167,48,2807
237,19,1167,48,2865
238,0,836,48,2362
238,1,873,48,2460
238,2,908,48,2584
238,3,940,48,2678
238,4,970,48,2828
238,5,999,48,2942
238,6,1025,48,2993
238,7,1049,48,3175
238,8,1090,48,3181
238,9,1107,48,3191
238,10,1122,48,3187
238,11,1135,48,3329
238,12,1146,48,3327
238,13,1154,48,3284
238,14,1161,48,3408
238,15,1165,48,3368
238,16,1167,48,3426
238,17,1167,48,3377
238,18,1167,48,3366
238,19,1167,48,3349
239,0,802,48,1610
239,1,842,48,1550
239,2,881,48,1625
239,3,917,48,1648
239,4,951,48,1606
239,5,982,48,1708
239,6,1011,48,1791
239,7,1061,48,1828
239,8,1082,48,1867
239,9,1101,48,1953
239,10,1118,48,2017
239,11,1132,48,2089
239,12,1144,48,2254
239,13,1153,48,2297
239,14,1160,48,2325
239,15,1165,48,2378
239,16,1167,48,2376
239,17,1167,48,2408
239,18,1167,48,2415
239,19,1167,48,2476
240,0,829,49,1306
240,1,867,49,1381
240,2,902,49,1495
240,3,936,49,1641
240,4,967,49,1892
240,5,996,49,2086
240,6,1022,49,2091
240,7,1047,49,2002
240,8,1069,49,1902
240,9,1089,49,1918
240,10,1122,49,1903
